numero_volo,tipo,orario_schedulato,orario_effettivo,aeroporto_destinazione,stato_destinazione,status,scan_timestamp
FR 3341,Atterraggio,08:30,08:30,VARSAVIA MODLIN,Estero/Italia,OPERATO DA BUZZ,2026-08-26 23:59:59
W4 7691,Atterraggio,08:40,08:40,ORADEA,Estero/Italia,Operativo,2026-08-26 23:59:59
W6 1432,Atterraggio,08:40,08:40,WARSAW,Estero/Italia,OPERATO DA WIZZAIR MALTA,2026-08-26 23:59:59
FR 2858,Atterraggio,09:00,09:00,BRINDISI,Estero/Italia,Operativo,2026-08-26 23:59:59
FR 2990,Atterraggio,09:20,09:20,COPENHAGEN,Estero/Italia,Operativo,2026-08-26 23:59:59
FR 3657,Atterraggio,09:25,09:25,EDINBURGH,Estero/Italia,Operativo,2026-08-26 23:59:59
FR 3673,Atterraggio,09:25,09:25,LONDON STANSTED,Estero/Italia,Operativo,2026-08-26 23:59:59
FR 461,Atterraggio,09:40,09:40,NEWCASTLE,Estero/Italia,Operativo,2026-08-26 23:59:59
FR 888,Atterraggio,09:40,09:40,KRAKOW,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 23:59:59
D8 3881,Atterraggio,09:40,09:40,BILLUND,Estero/Italia,Operativo,2026-08-26 23:59:59
FR 4196,Atterraggio,09:50,09:50,CORFU,Estero/Italia,Operativo,2026-08-26 23:59:59
FR 4714,Atterraggio,09:50,09:50,RIGA,Estero/Italia,Operativo,2026-08-26 23:59:59
FR 3659,Atterraggio,09:55,09:55,BRUXELLES CHARLEROI,Estero/Italia,Operativo,2026-08-26 23:59:59
FR 8355,Atterraggio,10:00,10:00,TIRANA,Estero/Italia,Operativo,2026-08-26 23:59:59
FR 4631,Atterraggio,10:15,10:15,VALENCIA,Estero/Italia,Operativo,2026-08-26 23:59:59
FR 1536,Atterraggio,10:25,10:25,CASTELLON DE LA PLANA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 23:59:59
FR 2888,Atterraggio,10:25,10:25,CATANIA,Estero/Italia,OPERATO DA MALTA AIR Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-08-26 23:59:59
