numero_volo,tipo,orario_schedulato,orario_effettivo,aeroporto_destinazione,stato_destinazione,status,scan_timestamp
FR 6501,Decollo,22:10,23:13,OLBIA,Estero/Italia,IN RITARDO,2026-08-26 21:29:27
FR 2992,Decollo,22:15,22:15,COPENHAGEN,Estero/Italia,IMBARCO IN CORSO,2026-08-26 21:29:27
FR 5148,Decollo,22:20,22:20,ZADAR,Estero/Italia,OPERATO DA LAUDA EUROPE,2026-08-26 21:29:27
W4 3552,Decollo,22:20,22:40,TIMISOARA,Estero/Italia,IN RITARDO,2026-08-26 21:29:27
FR 2293,Decollo,22:25,22:50,PESCARA,Estero/Italia,IN RITARDO,2026-08-26 21:29:27
FR 7361,Decollo,22:25,22:55,VIENNA,Estero/Italia,IN RITARDO,2026-08-26 21:29:27
FR 9196,Decollo,22:35,22:35,TRAPANI,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 4188,Decollo,22:40,22:40,LONDON STANSTED,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FZ 1572,Decollo,23:25,23:25,DUBAI,Estero/Italia,Operativo,2026-08-26 21:29:27
EK 2415,Decollo,23:25,23:25,DUBAI,Estero/Italia,Operativo,2026-08-26 21:29:27
W6 4124,Decollo,23:35,23:35,BELGRADE,Estero/Italia,OPERATO DA WIZZAIR MALTA,2026-08-26 21:29:27
FR 6846,Decollo,23:40,23:40,LIVERPOOL,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 1703,Decollo,23:40,23:40,NOTTINGHAM EAST MIDLANDS,Estero/Italia,Operativo,2026-08-26 21:29:27
NO 2474,Decollo,00:40,00:40,DAKAR,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 3432,Decollo,05:45,05:45,PARIS BEAUVAIS,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 3528,Decollo,05:45,05:45,PRAGUE,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 9065,Decollo,05:45,05:45,ALICANTE,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 3200,Decollo,05:50,05:50,CAGLIARI,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 2830,Decollo,05:50,05:50,TENERIFE,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 2261,Decollo,05:50,05:50,CATANIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 5655,Decollo,05:55,05:55,PALMA DE MALLORCA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 8121,Decollo,06:00,06:00,TIRANA,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 266,Decollo,06:05,06:05,FUERTEVENTURA,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 3545,Decollo,06:05,06:05,FEZ,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 3400,Decollo,06:15,06:15,SOFIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 410,Decollo,06:20,06:20,LUXEMBOURG,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 3653,Decollo,06:20,06:20,BARI,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 2289,Decollo,06:20,06:20,PALERMO,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 6854,Decollo,06:25,06:25,HELSINKI,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 5148,Decollo,06:30,06:30,ZADAR,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 4993,Decollo,06:35,06:35,CEFALONIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 497,Decollo,06:35,06:35,VALENCIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 2878,Decollo,06:45,06:45,STOCKHOLM,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 2285,Decollo,07:10,07:10,NAPOLI,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 259,Decollo,07:20,07:20,BUCHAREST OTOPENI,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 1853,Decollo,07:25,07:25,MARSEILLE,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
W4 3132,Decollo,07:30,07:30,BUCHAREST OTOPENI,Estero/Italia,OPERATO DA WIZZAIR HUNGARY,2026-08-26 21:29:27
FR 9890,Decollo,07:35,07:35,LODZ,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 3962,Decollo,07:55,07:55,MARRAKECH,Estero/Italia,Operativo,2026-08-26 21:29:27
W4 3552,Decollo,07:55,07:55,TIMISOARA,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 3408,Decollo,07:55,07:55,KATOWICE,Estero/Italia,OPERATO DA BUZZ,2026-08-26 21:29:27
FR 2107,Decollo,08:00,08:00,BUDAPEST,Estero/Italia,OPERATO DA BUZZ,2026-08-26 21:29:27
W4 3672,Decollo,08:00,08:00,IASI,Estero/Italia,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-08-26 21:29:27
BZ 151,Atterraggio,19:10,22:10,TEL AVIV,Estero/Italia,IN RITARDO,2026-08-26 21:29:27
FR 4638,Atterraggio,19:50,21:30,PORTO,Estero/Italia,IMBARCO CHIUSO,2026-08-26 21:29:27
FR 3665,Atterraggio,20:10,21:35,NAPOLI,Estero/Italia,IMBARCO CHIUSO,2026-08-26 21:29:27
FR 3504,Atterraggio,20:25,21:09,KRAKOW,Estero/Italia,DECOL,2026-08-26 21:29:27
3F 248,Atterraggio,20:25,21:19,YEREVAN,Estero/Italia,DECOLLATO,2026-08-26 21:29:27
FR 5092,Atterraggio,20:50,21:24,LAMEZIA,Estero/Italia,DECOLLATO,2026-08-26 21:29:27
W4 3470,Atterraggio,21:00,21:00,TIRGU MURES,Estero/Italia,DECOLLATO,2026-08-26 21:29:27
FR 484,Atterraggio,21:20,21:38,DUSSELDORF - WEEZE,Estero/Italia,IMBARCO ULTIMA CHIAMATA,2026-08-26 21:29:27
FR 4969,Atterraggio,21:25,21:25,PALERMO,Estero/Italia,DECOLLATO,2026-08-26 21:29:27
FR 3219,Atterraggio,21:30,22:26,MANCHESTER,Estero/Italia,IN RITARDO,2026-08-26 21:29:27
FR 3341,Atterraggio,21:30,22:12,VARSAVIA MODLIN,Estero/Italia,IN RITARDO,2026-08-26 21:29:27
NP 222,Atterraggio,21:30,21:30,CAIRO,Estero/Italia,IMBARCO CHIUSO,2026-08-26 21:29:27
FR 7324,Atterraggio,21:35,22:00,MALTA,Estero/Italia,IMBARCO ULTIMA CHIAMATA,2026-08-26 21:29:27
W4 3136,Atterraggio,21:45,22:07,BUCHAREST OTOPENI,Estero/Italia,IMBARCO IN CORSO,2026-08-26 21:29:27
FR 4132,Atterraggio,21:45,22:57,BARI,Estero/Italia,IN RITARDO,2026-08-26 21:29:27
W4 5020,Atterraggio,21:45,22:13,TIRANA,Estero/Italia,OPERATO DA WIZZAIR HUNGARY,2026-08-26 21:29:27
E5 545,Atterraggio,22:00,22:00,CAIRO,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 6501,Atterraggio,22:10,23:13,OLBIA,Estero/Italia,IN RITARDO,2026-08-26 21:29:27
FR 2992,Atterraggio,22:15,22:15,COPENHAGEN,Estero/Italia,IMBARCO IN CORSO,2026-08-26 21:29:27
FR 5148,Atterraggio,22:20,22:20,ZADAR,Estero/Italia,OPERATO DA LAUDA EUROPE,2026-08-26 21:29:27
W4 3552,Atterraggio,22:20,22:40,TIMISOARA,Estero/Italia,IN RITARDO,2026-08-26 21:29:27
FR 2293,Atterraggio,22:25,22:50,PESCARA,Estero/Italia,IN RITARDO,2026-08-26 21:29:27
FR 7361,Atterraggio,22:25,22:55,VIENNA,Estero/Italia,IN RITARDO,2026-08-26 21:29:27
FR 9196,Atterraggio,22:35,22:35,TRAPANI,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 4188,Atterraggio,22:40,22:40,LONDON STANSTED,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FZ 1572,Atterraggio,23:25,23:25,DUBAI,Estero/Italia,Operativo,2026-08-26 21:29:27
EK 2415,Atterraggio,23:25,23:25,DUBAI,Estero/Italia,Operativo,2026-08-26 21:29:27
W6 4124,Atterraggio,23:35,23:35,BELGRADE,Estero/Italia,OPERATO DA WIZZAIR MALTA,2026-08-26 21:29:27
FR 6846,Atterraggio,23:40,23:40,LIVERPOOL,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 1703,Atterraggio,23:40,23:40,NOTTINGHAM EAST MIDLANDS,Estero/Italia,Operativo,2026-08-26 21:29:27
NO 2474,Atterraggio,00:40,00:40,DAKAR,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 3432,Atterraggio,05:45,05:45,PARIS BEAUVAIS,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 3528,Atterraggio,05:45,05:45,PRAGUE,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 9065,Atterraggio,05:45,05:45,ALICANTE,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 3200,Atterraggio,05:50,05:50,CAGLIARI,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 2830,Atterraggio,05:50,05:50,TENERIFE,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 2261,Atterraggio,05:50,05:50,CATANIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 5655,Atterraggio,05:55,05:55,PALMA DE MALLORCA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 8121,Atterraggio,06:00,06:00,TIRANA,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 266,Atterraggio,06:05,06:05,FUERTEVENTURA,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 3545,Atterraggio,06:05,06:05,FEZ,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 3400,Atterraggio,06:15,06:15,SOFIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 410,Atterraggio,06:20,06:20,LUXEMBOURG,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 3653,Atterraggio,06:20,06:20,BARI,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 2289,Atterraggio,06:20,06:20,PALERMO,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 6854,Atterraggio,06:25,06:25,HELSINKI,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 5148,Atterraggio,06:30,06:30,ZADAR,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 4993,Atterraggio,06:35,06:35,CEFALONIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 497,Atterraggio,06:35,06:35,VALENCIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 2878,Atterraggio,06:45,06:45,STOCKHOLM,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 2285,Atterraggio,07:10,07:10,NAPOLI,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 259,Atterraggio,07:20,07:20,BUCHAREST OTOPENI,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 1853,Atterraggio,07:25,07:25,MARSEILLE,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
W4 3132,Atterraggio,07:30,07:30,BUCHAREST OTOPENI,Estero/Italia,OPERATO DA WIZZAIR HUNGARY,2026-08-26 21:29:27
FR 9890,Atterraggio,07:35,07:35,LODZ,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 21:29:27
FR 3962,Atterraggio,07:55,07:55,MARRAKECH,Estero/Italia,Operativo,2026-08-26 21:29:27
W4 3552,Atterraggio,07:55,07:55,TIMISOARA,Estero/Italia,Operativo,2026-08-26 21:29:27
FR 3408,Atterraggio,07:55,07:55,KATOWICE,Estero/Italia,OPERATO DA BUZZ,2026-08-26 21:29:27
FR 2107,Atterraggio,08:00,08:00,BUDAPEST,Estero/Italia,OPERATO DA BUZZ,2026-08-26 21:29:27
W4 3672,Atterraggio,08:00,08:00,IASI,Estero/Italia,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-08-26 21:29:27
