numero_volo,tipo,orario_schedulato,orario_effettivo,aeroporto_destinazione,stato_destinazione,status,scan_timestamp
NO 2474,Decollo,00:40,00:40,DAKAR,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 3432,Decollo,05:45,05:45,PARIS BEAUVAIS,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 3528,Decollo,05:45,05:45,PRAGUE,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 9065,Decollo,05:45,05:45,ALICANTE,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 3200,Decollo,05:50,05:50,CAGLIARI,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 2830,Decollo,05:50,05:50,TENERIFE,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 2261,Decollo,05:50,05:50,CATANIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 5655,Decollo,05:55,05:55,PALMA DE MALLORCA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 8121,Decollo,06:00,06:00,TIRANA,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 266,Decollo,06:05,06:05,FUERTEVENTURA,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 3545,Decollo,06:05,06:05,FEZ,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 3400,Decollo,06:15,06:15,SOFIA,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 410,Decollo,06:20,06:20,LUXEMBOURG,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 3653,Decollo,06:20,06:20,BARI,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 2289,Decollo,06:20,06:20,PALERMO,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 6854,Decollo,06:25,06:25,HELSINKI,Estero/Italia,OPERATO DA MALTA AIR Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-08-26 19:48:38
FR 3545,Atterraggio,18:20,19:20,FEZ,Estero/Italia,DECOLLATO,2026-08-26 19:48:38
FR 3164,Atterraggio,18:25,19:33,BUDAPEST,Estero/Italia,DECOLLATO,2026-08-26 19:48:38
FR 3655,Atterraggio,18:35,19:24,STOCKHOLM,Estero/Italia,DECOLLATO,2026-08-26 19:48:38
BZ 151,Atterraggio,19:10,22:10,TEL AVIV,Estero/Italia,IN RITARDO,2026-08-26 19:48:38
FR 7976,Atterraggio,19:20,19:20,KOS,Estero/Italia,DECOLLATO,2026-08-26 19:48:38
FR 3398,Atterraggio,19:25,19:25,MALAGA,Estero/Italia,DECOLLATO,2026-08-26 19:48:38
FR 4638,Atterraggio,19:50,21:21,PORTO,Estero/Italia,IN RITARDO,2026-08-26 19:48:38
FR 2892,Atterraggio,20:05,20:05,CATANIA,Estero/Italia,IMBARCO ULTIMA CHIAMATA,2026-08-26 19:48:38
FR 3665,Atterraggio,20:10,21:35,NAPOLI,Estero/Italia,IN RITARDO,2026-08-26 19:48:38
FR 3501,Atterraggio,20:10,20:10,PARIS BEAUVAIS,Estero/Italia,IMBARCO IN CORSO,2026-08-26 19:48:38
FR 859,Atterraggio,20:15,20:15,BRINDISI,Estero/Italia,IMBARCO ULTIMA CHIAMATA,2026-08-26 19:48:38
FR 3504,Atterraggio,20:25,21:06,KRAKOW,Estero/Italia,IN RITARDO,2026-08-26 19:48:38
FR 3506,Atterraggio,20:25,20:25,ALICANTE,Estero/Italia,Operativo,2026-08-26 19:48:38
3F 248,Atterraggio,20:25,20:47,YEREVAN,Estero/Italia,OPERATO DA AVION EXPRESS,2026-08-26 19:48:38
W4 3608,Atterraggio,20:30,20:30,SUCEAVA,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 4235,Atterraggio,20:35,20:35,VILNIUS,Estero/Italia,OPERATO DA BUZZ,2026-08-26 19:48:38
W6 1434,Atterraggio,20:40,20:40,WARSAW,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 2254,Atterraggio,20:50,20:50,ALGHERO,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 5092,Atterraggio,20:50,21:32,LAMEZIA,Estero/Italia,IN RITARDO,2026-08-26 19:48:38
FR 8349,Atterraggio,20:55,20:55,TIRANA,Estero/Italia,Operativo,2026-08-26 19:48:38
W4 3470,Atterraggio,21:00,21:00,TIRGU MURES,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 484,Atterraggio,21:20,21:20,DUSSELDORF - WEEZE,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 4969,Atterraggio,21:25,21:25,PALERMO,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 3219,Atterraggio,21:30,22:10,MANCHESTER,Estero/Italia,IN RITARDO,2026-08-26 19:48:38
FR 3341,Atterraggio,21:30,22:10,VARSAVIA MODLIN,Estero/Italia,IN RITARDO,2026-08-26 19:48:38
NP 222,Atterraggio,21:30,21:30,CAIRO,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 7324,Atterraggio,21:35,21:59,MALTA,Estero/Italia,IN RITARDO,2026-08-26 19:48:38
W4 3136,Atterraggio,21:45,22:06,BUCHAREST OTOPENI,Estero/Italia,OPERATO DA WIZZAIR HUNGARY,2026-08-26 19:48:38
FR 4132,Atterraggio,21:45,21:45,BARI,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
W4 5020,Atterraggio,21:45,21:45,TIRANA,Estero/Italia,OPERATO DA WIZZAIR HUNGARY,2026-08-26 19:48:38
E5 545,Atterraggio,22:00,22:00,CAIRO,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 6501,Atterraggio,22:10,23:25,OLBIA,Estero/Italia,IN RITARDO,2026-08-26 19:48:38
FR 2992,Atterraggio,22:15,22:15,COPENHAGEN,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 5148,Atterraggio,22:20,22:20,ZADAR,Estero/Italia,OPERATO DA LAUDA EUROPE,2026-08-26 19:48:38
W4 3552,Atterraggio,22:20,22:40,TIMISOARA,Estero/Italia,IN RITARDO,2026-08-26 19:48:38
FR 2293,Atterraggio,22:25,22:50,PESCARA,Estero/Italia,IN RITARDO,2026-08-26 19:48:38
FR 7361,Atterraggio,22:25,22:55,VIENNA,Estero/Italia,IN RITARDO,2026-08-26 19:48:38
FR 9196,Atterraggio,22:35,22:35,TRAPANI,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 4188,Atterraggio,22:40,22:40,LONDON STANSTED,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FZ 1572,Atterraggio,23:25,23:25,DUBAI,Estero/Italia,Operativo,2026-08-26 19:48:38
EK 2415,Atterraggio,23:25,23:25,DUBAI,Estero/Italia,Operativo,2026-08-26 19:48:38
W6 4124,Atterraggio,23:35,23:35,BELGRADE,Estero/Italia,OPERATO DA WIZZAIR MALTA,2026-08-26 19:48:38
FR 6846,Atterraggio,23:40,23:40,LIVERPOOL,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 1703,Atterraggio,23:40,23:40,NOTTINGHAM EAST MIDLANDS,Estero/Italia,Operativo,2026-08-26 19:48:38
NO 2474,Atterraggio,00:40,00:40,DAKAR,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 3432,Atterraggio,05:45,05:45,PARIS BEAUVAIS,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 3528,Atterraggio,05:45,05:45,PRAGUE,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 9065,Atterraggio,05:45,05:45,ALICANTE,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 3200,Atterraggio,05:50,05:50,CAGLIARI,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 2830,Atterraggio,05:50,05:50,TENERIFE,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 2261,Atterraggio,05:50,05:50,CATANIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 5655,Atterraggio,05:55,05:55,PALMA DE MALLORCA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 8121,Atterraggio,06:00,06:00,TIRANA,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 266,Atterraggio,06:05,06:05,FUERTEVENTURA,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 3545,Atterraggio,06:05,06:05,FEZ,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 19:48:38
FR 3400,Atterraggio,06:15,06:15,SOFIA,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 410,Atterraggio,06:20,06:20,LUXEMBOURG,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 3653,Atterraggio,06:20,06:20,BARI,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 2289,Atterraggio,06:20,06:20,PALERMO,Estero/Italia,Operativo,2026-08-26 19:48:38
FR 6854,Atterraggio,06:25,06:25,HELSINKI,Estero/Italia,OPERATO DA MALTA AIR Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-08-26 19:48:38
