timestamp,sessione_notturna,callsign,icao24,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,paese
2026-09-13 23:46:50,2026-09-13,VOE51PN,34761a,RWY 28,Atterraggio,Est -> Ovest,182,285.08,1.91,Spain
2026-09-13 23:50:52,2026-09-13,RYR27QC,4cae49,RWY 28,Atterraggio,Est -> Ovest,175,284.78,1.8,Ireland
2026-09-13 23:52:53,2026-09-13,RYR5984,4ca2c1,N/D,Avvicinamento,Rotta 197.9°,1021,197.87,8.35,Ireland
2026-09-13 23:52:53,2026-09-13,RYR11CV,4caf29,RWY 28,Atterraggio,Est -> Ovest,175,285.15,1.84,Ireland
2026-09-13 23:54:54,2026-09-13,FIE248,503d00,N/D,Avvicinamento,Rotta 232.0°,1287,231.97,7.54,Lithuania
2026-09-13 23:58:56,2026-09-13,CSH872,781a60,N/D,Sorvolo,N/D,10965,42.18,2.31,China
2026-09-14 00:00:57,2026-09-13,ABY696,896741,RWY 10,Decollo,Ovest -> Est,510,104.74,2.76,United Arab Emirates
2026-09-14 00:02:58,2026-09-13,NIA222,70e083,RWY 10,Decollo,Ovest -> Est,541,103.48,3.09,Cambodia
2026-09-14 00:04:59,2026-09-13,THY6AM,4baa8f,N/D,Sorvolo,N/D,5234,272.38,4.42,Turkey
2026-09-14 00:04:59,2026-09-13,RYR4YW,4d2234,RWY 10,Decollo,Ovest -> Est,548,103.3,3.88,Malta
2026-09-14 00:07:00,2026-09-13,RYR31XB,4d22ff,RWY 10,Decollo,Ovest -> Est,571,104.66,4.25,Malta
2026-09-14 00:15:05,2026-09-13,RYR4NM,4d2349,RWY 28,Atterraggio,Est -> Ovest,182,285.05,1.87,Malta
2026-09-14 00:27:11,2026-09-13,RYR9YF,4ca75f,RWY 28,Atterraggio,Est -> Ovest,175,284.96,1.84,Ireland
2026-09-14 00:31:13,2026-09-13,RYR13GV,4d223f,N/D,Sorvolo,N/D,5341,270.59,5.68,Malta
2026-09-14 00:35:15,2026-09-13,RYR764N,4d2449,RWY 28,Atterraggio,Est -> Ovest,175,285.36,1.86,Malta
2026-09-14 00:35:15,2026-09-13,RYR99SQ,4cae6c,RWY 28,Atterraggio,Est -> Ovest,182,285.42,1.83,Ireland
2026-09-14 00:43:19,2026-09-13,BCS651,3c71a6,N/D,Sorvolo,N/D,5158,45.91,6.04,Germany
2026-09-14 00:43:19,2026-09-13,RYR465X,4cae99,RWY 28,Atterraggio,Est -> Ovest,182,285.19,1.89,Ireland
2026-09-14 00:57:27,2026-09-13,RYR84GY,4cadf5,RWY 28,Atterraggio,Est -> Ovest,182,284.96,1.88,Ireland
2026-09-14 00:59:28,2026-09-13,RYR74UN,4cadc4,RWY 28,Atterraggio,Est -> Ovest,182,285.03,1.91,Ireland
2026-09-14 01:01:29,2026-09-13,RYR4787,4cae52,RWY 28,Atterraggio,Est -> Ovest,175,285.26,1.85,Ireland
2026-09-14 01:05:31,2026-09-13,RYR1YJ,4d2518,RWY 28,Atterraggio,Est -> Ovest,182,284.91,1.77,Malta
2026-09-14 01:07:32,2026-09-13,RYR3251,4ca27b,RWY 28,Atterraggio,Est -> Ovest,190,284.41,1.89,Ireland
2026-09-14 01:11:34,2026-09-13,RYR599Y,4ca857,RWY 28,Atterraggio,Est -> Ovest,182,284.69,1.87,Ireland
2026-09-14 01:15:36,2026-09-13,RYR58SV,4d2369,RWY 28,Atterraggio,Est -> Ovest,182,284.78,1.87,Malta
2026-09-14 01:57:58,2026-09-13,SRR6402,45cf24,RWY 28,Atterraggio,Est -> Ovest,190,285.08,1.85,Denmark
2026-09-14 02:32:15,2026-09-13,RYR6SA,4ca7b3,RWY 28,Atterraggio,Est -> Ovest,182,285.15,1.82,Ireland
2026-09-14 02:36:17,2026-09-13,RYR84RP,4ca4ee,RWY 28,Atterraggio,Est -> Ovest,190,285.19,1.84,Ireland
2026-09-14 02:50:25,2026-09-13,RYR5DN,4ca301,RWY 28,Atterraggio,Est -> Ovest,182,284.84,1.86,Ireland
2026-09-14 02:50:25,2026-09-13,MASBA,424c9d,N/D,Avvicinamento,Rotta 232.3°,1600,232.35,8.19,United Kingdom
2026-09-14 02:58:29,2026-09-13,SRR6498,45cf23,RWY 16,Decollo,Nord -> Sud,2948,162.08,1.06,Denmark
2026-09-14 03:54:58,2026-09-13,LAV3640,346516,RWY 28,Atterraggio,Est -> Ovest,190,285.0,1.85,Spain
2026-09-14 04:37:19,2026-09-13,CFG289,3c7a46,N/D,Sorvolo,N/D,12192,356.11,12.42,Germany
2026-09-14 05:43:53,2026-09-13,AFR829,3949e6,N/D,Sorvolo,N/D,11582,292.95,8.4,France
