callsign,tipo_movimento,is_scheduled,destinazione_finale,compagnia_aerea,modello_aereo,orario_schedulato,timestamp,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,paese,matched_score
AEE5IN,Cargo/Non Schedulato,False,Greece,Compagnia AEE,N/D,,2026-09-10 23:03:36,N/D,Sorvolo,N/D,7360,107.85,17.18,Greece,0
FIN7052,Cargo/Non Schedulato,False,Finland,Compagnia FIN,N/D,,2026-09-10 23:03:36,N/D,Sorvolo,N/D,5189,70.89,19.25,Finland,0
RYR9Z,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:03:36,RWY 28,Atterraggio,Est -> Ovest,274,284.78,2.74,Poland,0
RYR23BM,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:03:36,N/D,Transito,N/D,6530,114.42,25.56,Ireland,0
RYR58MU,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:03:36,N/D,Sorvolo,N/D,3268,79.29,10.97,Ireland,0
RYR9Z,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:05:22,RWY 28,Atterraggio,Est -> Ovest,236,284.78,2.02,Poland,0
RYR9Z,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:05:37,RWY 28,Atterraggio,Est -> Ovest,236,284.78,2.02,Poland,0
RYR9Z,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:07:23,RWY 28,Atterraggio,Est -> Ovest,236,284.78,2.02,Poland,0
RYR9Z,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:07:38,RWY 28,Atterraggio,Est -> Ovest,236,284.78,2.02,Poland,0
UNKNOWN,Cargo/Non Schedulato,False,Denmark,Compagnia UNK,N/D,,2026-09-10 23:07:38,RWY 10,Decollo,Ovest -> Est,632,104.2,2.35,Denmark,0
SRR6401,Cargo/Non Schedulato,False,Denmark,Compagnia SRR,N/D,,2026-09-10 23:09:24,N/D,Avvicinamento,Rotta 232.7°,1821,232.7,9.5,Denmark,0
SRR6401,Cargo/Non Schedulato,False,Denmark,Compagnia SRR,N/D,,2026-09-10 23:09:39,N/D,Avvicinamento,Rotta 231.8°,2148,231.75,9.91,Denmark,0
SRR6401,Cargo/Non Schedulato,False,Denmark,Compagnia SRR,N/D,,2026-09-10 23:11:25,N/D,Avvicinamento,Rotta 1.5°,3710,1.47,3.14,Denmark,0
BCS9LE,Cargo/Non Schedulato,False,Austria,Compagnia BCS,N/D,,2026-09-10 23:11:25,N/D,Transito,N/D,10972,35.93,20.08,Austria,0
RYR45MZ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:11:25,RWY 10,Decollo,Ovest -> Est,708,105.23,4.89,Ireland,0
RYR33PK,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:11:25,N/D,Sorvolo,N/D,10660,238.83,16.72,Malta,0
SRR6401,Cargo/Non Schedulato,False,Denmark,Compagnia SRR,N/D,,2026-09-10 23:11:40,N/D,Avvicinamento,Rotta 1.8°,3810,1.77,2.92,Denmark,0
BCS9LE,Cargo/Non Schedulato,False,Austria,Compagnia BCS,N/D,,2026-09-10 23:11:40,N/D,Sorvolo,N/D,10972,36.17,19.04,Austria,0
RYR45MZ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:11:40,RWY 10,Avvicinamento,Ovest -> Est,746,117.38,5.72,Ireland,0
RYR33PK,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:11:40,N/D,Sorvolo,N/D,10660,238.65,14.99,Malta,0
RYR8383,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:13:26,N/D,Avvicinamento,Rotta 133.6°,1013,133.6,6.36,Malta,0
RYR45MZ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:13:26,N/D,Sorvolo,N/D,2042,133.63,12.76,Ireland,0
RYR33PK,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:13:26,N/D,Sorvolo,N/D,10660,222.13,12.52,Malta,0
RYR8383,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:13:41,N/D,Avvicinamento,Rotta 191.9°,1264,191.92,7.98,Malta,0
RYR45MZ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:13:41,N/D,Sorvolo,N/D,2346,132.15,15.11,Ireland,0
RYR33PK,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:13:41,N/D,Sorvolo,N/D,10660,222.51,16.55,Malta,0
WMT2402,Cargo/Non Schedulato,False,Malta,Wizz Air Malta,Airbus A320-200,,2026-09-10 23:13:41,N/D,Transito,N/D,6035,255.42,24.42,Malta,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:15:27,N/D,Sorvolo,N/D,3535,217.08,11.92,Poland,0
RYR8383,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:15:27,N/D,Sorvolo,N/D,2171,155.5,13.55,Malta,0
RYR45MZ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:15:27,N/D,Transito,N/D,3566,58.21,24.64,Ireland,0
WMT2402,Cargo/Non Schedulato,False,Malta,Wizz Air Malta,Airbus A320-200,,2026-09-10 23:15:27,N/D,Sorvolo,N/D,5074,255.24,15.34,Malta,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:15:42,N/D,Avvicinamento,Rotta 217.4°,3459,217.44,8.31,Poland,0
RYR8383,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:15:42,N/D,Sorvolo,N/D,2407,152.89,17.02,Malta,0
RYR45MZ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:15:42,N/D,Transito,N/D,3901,49.44,24.94,Ireland,0
WMT2402,Cargo/Non Schedulato,False,Malta,Wizz Air Malta,Airbus A320-200,,2026-09-10 23:15:42,N/D,Sorvolo,N/D,4853,255.1,14.86,Malta,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:17:28,N/D,Avvicinamento,Rotta 155.8°,3017,155.83,7.0,Poland,0
WMT2402,Cargo/Non Schedulato,False,Malta,Wizz Air Malta,Airbus A320-200,,2026-09-10 23:17:28,N/D,Transito,N/D,4030,254.83,23.09,Malta,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:17:43,N/D,Avvicinamento,Rotta 155.8°,3017,155.83,7.13,Poland,0
WMT2402,Cargo/Non Schedulato,False,Malta,Wizz Air Malta,Airbus A320-200,,2026-09-10 23:17:43,N/D,Transito,N/D,4023,254.83,23.21,Malta,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:19:29,N/D,Transito,N/D,2735,171.16,20.68,Poland,0
RYR3388,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:19:29,N/D,Transito,N/D,7612,93.92,20.2,Ireland,0
RYR3388,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:19:44,N/D,Sorvolo,N/D,7840,93.88,15.62,Ireland,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:21:30,N/D,Sorvolo,N/D,3931,126.41,15.75,Malta,0
RYR3388,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:21:30,N/D,Sorvolo,N/D,8450,94.07,7.56,Ireland,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:21:45,N/D,Sorvolo,N/D,3924,126.41,15.58,Malta,0
RYR3388,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:21:45,N/D,Sorvolo,N/D,8458,94.07,7.77,Ireland,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:23:31,N/D,Avvicinamento,Rotta 145.2°,3078,145.2,1.15,Malta,0
UNKNOWN,Cargo/Non Schedulato,False,Malta,Compagnia UNK,N/D,,2026-09-10 23:23:31,RWY 10,Decollo,Ovest -> Est,251,104.91,1.03,Malta,0
BAW544K,Cargo/Non Schedulato,False,United Kingdom,British Airways,Airbus A319-100,,2026-09-10 23:23:31,N/D,Transito,N/D,9563,152.57,24.35,United Kingdom,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:23:46,N/D,Avvicinamento,Rotta 157.1°,3009,157.05,3.84,Malta,0
WMT9SG,Cargo/Non Schedulato,False,Malta,Wizz Air Malta,Airbus A320-200,,2026-09-10 23:23:46,RWY 10,Decollo,Ovest -> Est,495,104.04,2.56,Malta,0
BAW544K,Cargo/Non Schedulato,False,United Kingdom,British Airways,Airbus A319-100,,2026-09-10 23:23:46,N/D,Transito,N/D,9471,159.55,25.7,United Kingdom,0
BCS4243,Cargo/Non Schedulato,False,Bulgaria,Compagnia BCS,N/D,,2026-09-10 23:25:32,N/D,Transito,N/D,6073,223.97,21.21,Bulgaria,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:25:32,N/D,Sorvolo,N/D,2865,156.83,16.2,Malta,0
WMT9SG,Cargo/Non Schedulato,False,Malta,Wizz Air Malta,Airbus A320-200,,2026-09-10 23:25:32,N/D,Avvicinamento,Rotta 227.4°,1554,227.37,9.05,Malta,0
UNKNOWN,Cargo/Non Schedulato,False,Malta,Compagnia UNK,N/D,,2026-09-10 23:25:32,RWY 10,Decollo,Ovest -> Est,266,104.29,1.58,Malta,0
BCS4243,Cargo/Non Schedulato,False,Bulgaria,Compagnia BCS,N/D,,2026-09-10 23:25:47,N/D,Sorvolo,N/D,5615,223.97,20.0,Bulgaria,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:25:47,N/D,Sorvolo,N/D,2796,171.41,19.95,Malta,0
WMT9SG,Cargo/Non Schedulato,False,Malta,Wizz Air Malta,Airbus A320-200,,2026-09-10 23:25:47,N/D,Sorvolo,N/D,2087,172.66,11.55,Malta,0
RYR538B,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:25:47,RWY 10,Decollo,Ovest -> Est,716,104.91,4.27,Malta,0
AIC2018,Cargo/Non Schedulato,False,India,Compagnia AIC,N/D,,2026-09-10 23:27:33,N/D,Sorvolo,N/D,10660,127.41,11.97,India,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:27:33,N/D,Sorvolo,N/D,3878,112.76,19.32,Ireland,0
WMT9SG,Cargo/Non Schedulato,False,Malta,Wizz Air Malta,Airbus A320-200,,2026-09-10 23:27:33,N/D,Sorvolo,N/D,3322,63.95,18.5,Malta,0
RYR538B,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:27:33,N/D,Avvicinamento,Rotta 232.4°,1333,232.4,9.76,Malta,0
AIC2018,Cargo/Non Schedulato,False,India,Compagnia AIC,N/D,,2026-09-10 23:27:48,N/D,Sorvolo,N/D,10668,127.5,9.35,India,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:27:48,N/D,Sorvolo,N/D,3802,113.02,17.66,Ireland,0
WMT9SG,Cargo/Non Schedulato,False,Malta,Wizz Air Malta,Airbus A320-200,,2026-09-10 23:27:48,N/D,Sorvolo,N/D,3390,64.01,19.3,Malta,0
RYR538B,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:27:48,N/D,Sorvolo,N/D,1485,232.25,10.44,Malta,0
AIC2018,Cargo/Non Schedulato,False,India,Compagnia AIC,N/D,,2026-09-10 23:29:34,N/D,Sorvolo,N/D,10660,127.68,18.35,India,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:29:34,N/D,Transito,N/D,1699,330.85,26.25,Poland,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:29:34,N/D,Avvicinamento,Rotta 121.2°,3345,121.16,2.75,Ireland,0
AIC2018,Cargo/Non Schedulato,False,India,Compagnia AIC,N/D,,2026-09-10 23:29:49,N/D,Transito,N/D,10668,127.7,23.03,India,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:29:49,N/D,Transito,N/D,1569,328.9,24.38,Poland,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:29:49,N/D,Avvicinamento,Rotta 130.1°,3352,130.11,0.48,Ireland,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:31:35,N/D,Sorvolo,N/D,998,284.33,16.58,Poland,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:31:35,N/D,Sorvolo,N/D,2773,156.2,12.65,Ireland,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:31:50,N/D,Sorvolo,N/D,891,285.09,14.58,Poland,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:31:50,N/D,Sorvolo,N/D,2735,156.61,15.34,Ireland,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:31:50,N/D,Transito,N/D,1699,332.84,26.94,Malta,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:33:36,RWY 28,Avvicinamento,Est -> Ovest,434,284.69,5.8,Poland,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:33:36,N/D,Sorvolo,N/D,1059,282.44,17.77,Malta,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:33:51,RWY 28,Avvicinamento,Est -> Ovest,403,284.31,5.19,Poland,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:33:51,N/D,Sorvolo,N/D,1005,284.04,16.76,Malta,0
RYR3KJ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:35:37,N/D,Sorvolo,N/D,1211,317.69,19.97,Ireland,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:35:37,RWY 28,Atterraggio,Est -> Ovest,228,284.98,1.91,Poland,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:35:37,RWY 28,Avvicinamento,Est -> Ovest,487,284.57,6.79,Malta,0
RYR3KJ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:35:52,N/D,Sorvolo,N/D,1165,302.95,19.33,Ireland,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:35:52,RWY 28,Atterraggio,Est -> Ovest,228,284.98,1.91,Poland,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:35:52,RWY 28,Avvicinamento,Est -> Ovest,449,284.76,6.12,Malta,0
RYR3KJ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:37:38,RWY 28,Avvicinamento,Est -> Ovest,594,284.43,8.83,Ireland,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:37:38,RWY 28,Atterraggio,Est -> Ovest,228,284.98,1.91,Poland,0
RYR49HY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:37:38,N/D,Transito,N/D,1386,357.55,21.45,Ireland,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:37:38,RWY 28,Atterraggio,Est -> Ovest,220,284.98,1.89,Malta,0
RYR3KJ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:37:53,RWY 28,Avvicinamento,Est -> Ovest,495,285.43,7.08,Ireland,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:37:53,RWY 28,Atterraggio,Est -> Ovest,228,284.98,1.91,Poland,0
RYR49HY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:37:53,N/D,Transito,N/D,1257,322.17,20.13,Ireland,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:37:53,RWY 28,Atterraggio,Est -> Ovest,220,284.98,1.89,Malta,0
BCS943,Cargo/Non Schedulato,False,Bulgaria,Compagnia BCS,N/D,,2026-09-10 23:37:53,N/D,Transito,N/D,6408,260.68,23.12,Bulgaria,0
RYR3KJ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:39:39,RWY 28,Atterraggio,Est -> Ovest,220,285.63,1.85,Ireland,0
RYR15HE,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:39:39,RWY 28,Atterraggio,Est -> Ovest,228,284.98,1.91,Poland,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:39:39,N/D,Transito,N/D,1638,358.04,25.33,Ireland,0
RYR49HY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:39:39,N/D,Sorvolo,N/D,678,284.81,10.41,Ireland,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:39:39,RWY 28,Atterraggio,Est -> Ovest,220,284.98,1.89,Malta,0
BCS943,Cargo/Non Schedulato,False,Bulgaria,Compagnia BCS,N/D,,2026-09-10 23:39:39,N/D,Sorvolo,N/D,5471,261.28,8.85,Bulgaria,0
RYR3KJ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:39:54,RWY 28,Atterraggio,Est -> Ovest,220,285.63,1.85,Ireland,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:39:54,N/D,Transito,N/D,1531,358.49,24.0,Ireland,0
RYR49HY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:39:54,RWY 28,Avvicinamento,Est -> Ovest,586,284.85,8.83,Ireland,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:39:54,RWY 28,Atterraggio,Est -> Ovest,220,284.98,1.89,Malta,0
BCS943,Cargo/Non Schedulato,False,Bulgaria,Compagnia BCS,N/D,,2026-09-10 23:39:54,N/D,Sorvolo,N/D,5265,260.92,9.12,Bulgaria,0
WMT5PL,Cargo/Non Schedulato,False,Hungary,Wizz Air Malta,Airbus A320-200,,2026-09-10 23:41:40,N/D,Transito,N/D,5478,243.86,27.32,Hungary,0
RYR3KJ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:41:40,RWY 28,Atterraggio,Est -> Ovest,220,285.63,1.85,Ireland,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:41:40,N/D,Sorvolo,N/D,990,283.82,16.5,Ireland,0
RYR49HY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:41:40,RWY 28,Atterraggio,Est -> Ovest,228,285.1,1.96,Ireland,0
RYR74UN,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:41:40,RWY 28,Atterraggio,Est -> Ovest,220,284.98,1.89,Malta,0
BCS943,Cargo/Non Schedulato,False,Bulgaria,Compagnia BCS,N/D,,2026-09-10 23:41:40,N/D,Transito,N/D,4114,245.82,24.95,Bulgaria,0
RYR3KJ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:41:55,RWY 28,Atterraggio,Est -> Ovest,220,285.63,1.85,Ireland,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:41:55,N/D,Sorvolo,N/D,899,285.36,14.71,Ireland,0
RYR49HY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:41:55,RWY 28,Atterraggio,Est -> Ovest,228,285.1,1.96,Ireland,0
BCS943,Cargo/Non Schedulato,False,Bulgaria,Compagnia BCS,N/D,,2026-09-10 23:41:55,N/D,Transito,N/D,3901,246.88,28.3,Bulgaria,0
RYR3KJ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:43:41,RWY 28,Atterraggio,Est -> Ovest,220,285.63,1.85,Ireland,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:43:41,RWY 28,Avvicinamento,Est -> Ovest,396,284.31,5.15,Ireland,0
RYR49HY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:43:41,RWY 28,Atterraggio,Est -> Ovest,228,285.1,1.96,Ireland,0
RYR3KJ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:43:56,RWY 28,Atterraggio,Est -> Ovest,220,285.63,1.85,Ireland,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:43:56,RWY 28,Atterraggio,Est -> Ovest,358,285.05,4.49,Ireland,0
RYR49HY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:43:56,RWY 28,Atterraggio,Est -> Ovest,228,285.1,1.96,Ireland,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:45:42,RWY 28,Atterraggio,Est -> Ovest,220,284.8,1.87,Ireland,0
RYR49HY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:45:42,RWY 28,Atterraggio,Est -> Ovest,228,285.1,1.96,Ireland,0
DHX752,Cargo/Non Schedulato,False,Bahrain,Compagnia DHX,N/D,,2026-09-10 23:45:42,N/D,Transito,N/D,6294,82.05,22.69,Bahrain,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:45:57,RWY 28,Atterraggio,Est -> Ovest,220,284.8,1.87,Ireland,0
RYR49HY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:45:57,RWY 28,Atterraggio,Est -> Ovest,228,285.1,1.96,Ireland,0
DHX752,Cargo/Non Schedulato,False,Bahrain,Compagnia DHX,N/D,,2026-09-10 23:45:57,N/D,Transito,N/D,6507,81.93,20.66,Bahrain,0
AIC130,Cargo/Non Schedulato,False,India,Compagnia AIC,N/D,,2026-09-10 23:47:43,N/D,Sorvolo,N/D,10668,130.66,16.28,India,0
RYR8479,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:47:43,RWY 10,Decollo,Ovest -> Est,281,105.29,1.2,Poland,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:47:43,RWY 28,Atterraggio,Est -> Ovest,220,284.8,1.87,Ireland,0
WZZ47RG,Cargo/Non Schedulato,False,Malta,Wizz Air,Airbus A320-200,,2026-09-10 23:47:43,N/D,Sorvolo,N/D,10972,39.54,14.8,Malta,0
AIC130,Cargo/Non Schedulato,False,India,Compagnia AIC,N/D,,2026-09-10 23:47:58,N/D,Sorvolo,N/D,10668,130.83,16.13,India,0
RYR8479,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:47:58,RWY 10,Decollo,Ovest -> Est,762,105.34,3.47,Poland,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:47:58,RWY 28,Atterraggio,Est -> Ovest,220,284.8,1.87,Ireland,0
WZZ47RG,Cargo/Non Schedulato,False,Malta,Wizz Air,Airbus A320-200,,2026-09-10 23:47:58,N/D,Sorvolo,N/D,10972,39.63,11.66,Malta,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:49:44,N/D,Transito,N/D,4267,104.6,24.17,Ireland,0
RYR8479,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:49:44,N/D,Avvicinamento,Rotta 220.6°,1424,220.57,9.04,Poland,0
RYR2UW,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:49:44,RWY 28,Atterraggio,Est -> Ovest,220,284.8,1.87,Ireland,0
RYR5556Y,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:49:44,RWY 10,Decollo,Ovest -> Est,487,102.3,2.68,Malta,0
WZZ47RG,Cargo/Non Schedulato,False,Malta,Wizz Air,Airbus A320-200,,2026-09-10 23:49:44,N/D,Transito,N/D,10957,39.84,20.12,Malta,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:49:59,N/D,Transito,N/D,4122,104.88,20.36,Ireland,0
RYR8479,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:49:59,N/D,Sorvolo,N/D,1973,165.36,11.72,Poland,0
RYR5556Y,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:49:59,RWY 10,Avvicinamento,Ovest -> Est,739,103.81,5.09,Malta,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:51:45,RWY 10,Avvicinamento,Ovest -> Est,3611,117.84,7.12,Ireland,0
RYR5RK,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:51:45,RWY 10,Decollo,Ovest -> Est,632,105.47,3.7,Ireland,0
RYR556Y,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:51:45,N/D,Avvicinamento,Rotta 226.0°,1577,225.98,9.6,Malta,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:52:00,N/D,Avvicinamento,Rotta 121.0°,3520,121.0,5.03,Ireland,0
EXS15Q,Cargo/Non Schedulato,False,United Kingdom,Jet2.com,Boeing 737-800,,2026-09-10 23:52:00,N/D,Transito,N/D,10980,335.86,26.43,United Kingdom,0
RYR5RK,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:52:00,RWY 10,Avvicinamento,Ovest -> Est,739,106.61,5.19,Ireland,0
RYR556Y,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-10 23:52:00,N/D,Sorvolo,N/D,1661,225.6,10.92,Malta,0
