numero_volo,tipo,orario_schedulato,orario_effettivo,aeroporto_destinazione,stato_destinazione,status,scan_timestamp
FR 845,Atterraggio,12:05,12:05,CLUJ-NAPOCA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 08:58:03
FR 3450,Atterraggio,12:15,12:15,TANGIER,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 08:58:03
FR 2669,Atterraggio,12:45,13:35,BERLIN,Estero/Italia,IN RITARDO,2026-08-27 08:58:03
VF 062,Atterraggio,12:45,12:45,ISTANBUL S. GOKCEN,Estero/Italia,Operativo,2026-08-27 08:58:03
FR 3142,Atterraggio,12:55,12:55,BARCELONA EL PRAT,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 08:58:03
FR 5139,Atterraggio,12:55,12:55,FARO,Estero/Italia,Operativo,2026-08-27 08:58:03
D8 3751,Atterraggio,12:55,12:55,COPENHAGEN,Estero/Italia,Operativo,2026-08-27 08:58:03
FR 3217,Atterraggio,13:05,13:05,MANCHESTER,Estero/Italia,Operativo,2026-08-27 08:58:03
FR 6125,Atterraggio,13:20,13:20,DUBLIN,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 08:58:03
FR 2697,Atterraggio,13:25,13:25,LONDON STANSTED,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 08:58:03
W4 3772,Atterraggio,13:25,14:25,CRAIOVA,Estero/Italia,IN RITARDO,2026-08-27 08:58:03
FR 2864,Atterraggio,13:25,13:25,BRINDISI,Estero/Italia,Operativo,2026-08-27 08:58:03
FR 5531,Atterraggio,13:30,13:30,COLOGNE,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 08:58:03
FZ 1574,Atterraggio,13:40,13:40,DUBAI,Estero/Italia,Operativo,2026-08-27 08:58:03
YW 8146,Atterraggio,13:40,13:40,PALMA DE MALLORCA,Estero/Italia,Operativo,2026-08-27 08:58:03
EK 2141,Atterraggio,13:40,13:40,DUBAI,Estero/Italia,Operativo,2026-08-27 08:58:03
FR 4001,Atterraggio,13:50,13:50,LANZAROTE,Estero/Italia,Operativo,2026-08-27 08:58:03
F3 586,Atterraggio,14:00,14:00,RIYADH,Estero/Italia,Operativo,2026-08-27 08:58:03
SM 832,Atterraggio,14:25,14:25,SHARM EL SHEIKH,Estero/Italia,Operativo,2026-08-27 08:58:03
FR 2254,Atterraggio,14:25,14:25,ALGHERO,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 08:58:03
FR 6513,Atterraggio,14:35,14:35,OLBIA,Estero/Italia,Operativo,2026-08-27 08:58:03
FR 219,Atterraggio,14:50,14:50,ALICANTE,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 08:58:03
FR 3480,Atterraggio,14:55,14:55,CAGLIARI,Estero/Italia,OPERATO DA MALTA AIR,2026-08-27 08:58:03
FR 3460,Atterraggio,14:55,14:55,EINDHOVEN,Estero/Italia,Operativo,2026-08-27 08:58:03
FR 1903,Atterraggio,15:25,15:25,VARSAVIA MODLIN,Estero/Italia,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-08-27 08:58:03
