numero_volo,tipo,orario_schedulato,orario_effettivo,aeroporto_destinazione,stato_destinazione,status,scan_timestamp
W4 3470,Decollo,21:00,21:00,TIRGU MURES,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 484,Decollo,21:20,21:20,DUSSELDORF - WEEZE,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 4969,Decollo,21:25,21:25,PALERMO,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 16:42:25
FR 3219,Decollo,21:30,21:30,MANCHESTER,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 3341,Decollo,21:30,22:05,VARSAVIA MODLIN,Estero/Italia,IN RITARDO,2026-08-26 16:42:25
NP 222,Decollo,21:30,21:30,CAIRO,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 7324,Decollo,21:35,21:35,MALTA,Estero/Italia,Operativo,2026-08-26 16:42:25
W4 3136,Decollo,21:45,21:45,BUCHAREST OTOPENI,Estero/Italia,OPERATO DA WIZZAIR HUNGARY,2026-08-26 16:42:25
FR 4132,Decollo,21:45,21:45,BARI,Estero/Italia,Operativo,2026-08-26 16:42:25
W4 5020,Decollo,21:45,21:45,TIRANA,Estero/Italia,OPERATO DA WIZZAIR HUNGARY,2026-08-26 16:42:25
E5 545,Decollo,22:00,22:00,CAIRO,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 6501,Decollo,22:10,22:10,OLBIA,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 2992,Decollo,22:15,22:15,COPENHAGEN,Estero/Italia,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-08-26 16:42:25
XZ 354,Atterraggio,16:00,16:00,TRIPOLI,Estero/Italia,CANCELLATO,2026-08-26 16:42:25
FR 219,Atterraggio,16:15,16:45,ALICANTE,Estero/Italia,IMBARCO CHIUSO,2026-08-26 16:42:25
FR 865,Atterraggio,16:15,16:15,BUCHAREST OTOPENI,Estero/Italia,DECOLLATO,2026-08-26 16:42:25
FR 4037,Atterraggio,16:15,16:46,DUBLIN,Estero/Italia,IMBARCO ULTIMA CHIAMATA,2026-08-26 16:42:25
FR 5934,Atterraggio,16:25,16:25,DUBROVNIK,Estero/Italia,DECOLLATO,2026-08-26 16:42:25
FR 8355,Atterraggio,16:25,17:06,TIRANA,Estero/Italia,IMBARCO IN CORSO,2026-08-26 16:42:25
FR 5876,Atterraggio,16:30,16:30,PARIS BEAUVAIS,Estero/Italia,IMBARCO CHIUSO,2026-08-26 16:42:25
FR 5102,Atterraggio,16:30,16:50,BIRMINGHAM,Estero/Italia,IMBARCO ULTIMA CHIAMATA,2026-08-26 16:42:25
FR 2876,Atterraggio,16:45,16:45,BRINDISI,Estero/Italia,IMBARCO CHIUSO,2026-08-26 16:42:25
FR 6149,Atterraggio,16:55,16:55,PALERMO,Estero/Italia,IMBARCO CHIUSO,2026-08-26 16:42:25
FR 4475,Atterraggio,16:55,16:55,BRUXELLES CHARLEROI,Estero/Italia,IMBARCO CHIUSO,2026-08-26 16:42:25
PC 1214,Atterraggio,17:15,17:15,ISTANBUL S. GOKCEN,Estero/Italia,IMBARCO IN CORSO,2026-08-26 16:42:25
AZ 7058,Atterraggio,17:15,17:15,ISTANBUL S. GOKCEN,Estero/Italia,IMBARCO IN CORSO,2026-08-26 16:42:25
FR 3649,Atterraggio,17:20,17:20,PAPHOS,Estero/Italia,IMBARCO IN CORSO,2026-08-26 16:42:25
FR 3413,Atterraggio,17:35,17:35,KATOWICE,Estero/Italia,OPERATO DA BUZZ,2026-08-26 16:42:25
FR 413,Atterraggio,17:45,17:45,THESSALONIKI,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 3673,Atterraggio,17:50,17:50,LONDON STANSTED,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 16:42:25
FR 5494,Atterraggio,17:50,17:50,MADRID,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 6175,Atterraggio,18:00,18:00,CATANIA,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 3142,Atterraggio,18:05,18:26,BARCELONA EL PRAT,Estero/Italia,IN RITARDO,2026-08-26 16:42:25
FR 820,Atterraggio,18:10,19:25,LISBON,Estero/Italia,IN RITARDO,2026-08-26 16:42:25
FR 3460,Atterraggio,18:20,18:20,EINDHOVEN,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 3545,Atterraggio,18:20,18:38,FEZ,Estero/Italia,IN RITARDO,2026-08-26 16:42:25
FR 3164,Atterraggio,18:25,19:10,BUDAPEST,Estero/Italia,IN RITARDO,2026-08-26 16:42:25
FR 3392,Atterraggio,18:25,18:25,HELSINKI,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 16:42:25
FR 3655,Atterraggio,18:35,18:35,STOCKHOLM,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 4658,Atterraggio,18:35,18:35,BARI,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 4663,Atterraggio,18:40,18:40,VALENCIA,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 3893,Atterraggio,19:05,19:05,CAGLIARI,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 16:42:25
BZ 151,Atterraggio,19:10,21:10,TEL AVIV,Estero/Italia,IN RITARDO,2026-08-26 16:42:25
FR 8801,Atterraggio,19:15,19:15,IBIZA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 16:42:25
FR 7976,Atterraggio,19:20,19:20,KOS,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 16:42:25
FR 3398,Atterraggio,19:25,19:25,MALAGA,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 4638,Atterraggio,19:50,20:45,PORTO,Estero/Italia,IN RITARDO,2026-08-26 16:42:25
FR 2892,Atterraggio,20:05,20:05,CATANIA,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 16:42:25
FR 3665,Atterraggio,20:10,20:10,NAPOLI,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 16:42:25
FR 3501,Atterraggio,20:10,20:10,PARIS BEAUVAIS,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 859,Atterraggio,20:15,20:15,BRINDISI,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 3504,Atterraggio,20:25,20:55,KRAKOW,Estero/Italia,IN RITARDO,2026-08-26 16:42:25
FR 3506,Atterraggio,20:25,20:25,ALICANTE,Estero/Italia,Operativo,2026-08-26 16:42:25
3F 248,Atterraggio,20:25,20:53,YEREVAN,Estero/Italia,OPERATO DA AVION EXPRESS,2026-08-26 16:42:25
W4 3608,Atterraggio,20:30,20:30,SUCEAVA,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 4235,Atterraggio,20:35,20:35,VILNIUS,Estero/Italia,OPERATO DA BUZZ,2026-08-26 16:42:25
W6 1434,Atterraggio,20:40,20:40,WARSAW,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 2254,Atterraggio,20:50,20:50,ALGHERO,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 16:42:25
FR 5092,Atterraggio,20:50,21:20,LAMEZIA,Estero/Italia,IN RITARDO,2026-08-26 16:42:25
FR 8349,Atterraggio,20:55,20:55,TIRANA,Estero/Italia,Operativo,2026-08-26 16:42:25
W4 3470,Atterraggio,21:00,21:00,TIRGU MURES,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 484,Atterraggio,21:20,21:20,DUSSELDORF - WEEZE,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 4969,Atterraggio,21:25,21:25,PALERMO,Estero/Italia,OPERATO DA MALTA AIR,2026-08-26 16:42:25
FR 3219,Atterraggio,21:30,21:30,MANCHESTER,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 3341,Atterraggio,21:30,22:05,VARSAVIA MODLIN,Estero/Italia,IN RITARDO,2026-08-26 16:42:25
NP 222,Atterraggio,21:30,21:30,CAIRO,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 7324,Atterraggio,21:35,21:35,MALTA,Estero/Italia,Operativo,2026-08-26 16:42:25
W4 3136,Atterraggio,21:45,21:45,BUCHAREST OTOPENI,Estero/Italia,OPERATO DA WIZZAIR HUNGARY,2026-08-26 16:42:25
FR 4132,Atterraggio,21:45,21:45,BARI,Estero/Italia,Operativo,2026-08-26 16:42:25
W4 5020,Atterraggio,21:45,21:45,TIRANA,Estero/Italia,OPERATO DA WIZZAIR HUNGARY,2026-08-26 16:42:25
E5 545,Atterraggio,22:00,22:00,CAIRO,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 6501,Atterraggio,22:10,22:10,OLBIA,Estero/Italia,Operativo,2026-08-26 16:42:25
FR 2992,Atterraggio,22:15,22:15,COPENHAGEN,Estero/Italia,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-08-26 16:42:25
