timestamp,callsign,icao24,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,paese,sessione_notturna
2026-09-18 01:40:38,RYR84GY,4cade5,RWY 28,Atterraggio,Est -> Ovest,228,284.88,1.85,Ireland,2026-09-17
2026-09-18 01:42:38,RYR90WG,4d2518,RWY 28,Atterraggio,Est -> Ovest,228,285.01,1.85,Malta,2026-09-17
2026-09-18 01:58:51,RYR15BQ,4caea0,RWY 28,Atterraggio,Est -> Ovest,236,284.91,1.88,Ireland,2026-09-17
2026-09-18 02:25:17,RYR9373,4ca804,RWY 28,Atterraggio,Est -> Ovest,236,285.01,1.93,Ireland,2026-09-17
2026-09-18 02:39:27,RYR13PK,4ca64e,RWY 28,Atterraggio,Est -> Ovest,228,284.88,1.83,Ireland,2026-09-17
2026-09-18 02:43:29,RYR5GG,4ca256,RWY 28,Atterraggio,Est -> Ovest,236,284.7,1.85,Ireland,2026-09-17
2026-09-18 02:57:41,RYR39BB,4ca809,RWY 28,Atterraggio,Est -> Ovest,236,284.84,1.85,Ireland,2026-09-17
2026-09-18 03:26:10,RYR2TV,4caa5a,RWY 28,Atterraggio,Est -> Ovest,236,284.7,1.84,Ireland,2026-09-17
2026-09-18 03:42:28,SRR6402,45cf24,RWY 16,Avvicinamento,Nord -> Sud,3413,164.05,1.62,Denmark,2026-09-17
2026-09-18 04:25:13,ENT1511,4891b3,N/D,Sorvolo,N/D,11277,223.13,6.96,Poland,2026-09-17
2026-09-18 04:39:29,AFR673,394a13,N/D,Sorvolo,N/D,10972,313.13,3.38,France,2026-09-17
2026-09-18 04:41:30,DHK528,407eb5,N/D,Sorvolo,N/D,6484,80.46,4.88,United Kingdom,2026-09-17
2026-09-18 05:28:21,SRR6498,45cf23,RWY 28,Atterraggio,Est -> Ovest,236,285.04,1.84,Denmark,2026-09-17
2026-09-18 05:34:24,NOS2475,4cac36,RWY 28,Atterraggio,Est -> Ovest,236,285.03,1.79,Ireland,2026-09-17
2026-09-18 05:54:43,RYR85FA,4d222b,N/D,Avvicinamento,Rotta 233.9°,1562,233.89,8.18,Malta,2026-09-17
2026-09-18 05:58:45,SVI1701,01026a,N/D,Sorvolo,N/D,5067,95.74,13.85,Egypt,2026-09-17
